Time,event_id,state,event_type,damage_property,damage_crops,begin_lat,begin_lon,end_lat,end_lon,event_narrative,storm_duration,begin_day,end_day,year,end_timestamp
02-Apr-2016 07:00:00,624397,WISCONSIN,Strong Wind,0.20K,0.00K,NaN,NaN,NaN,NaN,"Wind gusts of 40 to 50 mph were common across Crawford County during the morning and early afternoon of April 2nd. The highest recorded wind gust was 49 mph by a mesonet station near Mt. Sterling.",07:15:00,2,2,2016,02-Apr-0016 14:15:00
22-Jan-2016 13:00:00,609876,VIRGINIA,Winter Storm,,,NaN,NaN,NaN,NaN,"Snowfall amounts between 19 and 32 inches were reported across Prince William County. Snowfall totaled up to 30.0 inches near Bull Run and 18.5 inches of snow was reported near Dumfries.",35:00:00,22,24,2016,24-Jan-0016 00:00:00
23-Mar-2016 17:30:00,616544,OKLAHOMA,Hail,3.00K,,34.78,-96.5,34.78,-96.5,"Wind driven hail resulted in numerous holes in siding on the south side of a house.",00:00:00,23,23,2016,23-Mar-0016 17:30:00
22-Jan-2016 13:00:00,609874,VIRGINIA,Winter Storm,,,NaN,NaN,NaN,NaN,"Snowfall amounts were estimated to be between 24 and 36 inches based on observations nearby.",35:00:00,22,24,2016,24-Jan-0016 00:00:00
22-Jan-2016 13:00:00,609875,VIRGINIA,Winter Storm,,,NaN,NaN,NaN,NaN,"Snowfall amounts were reported to be between 18 and 30 inches across southern Fauquier County. A snowfall report of 30.0 inches was received in Opal and 18.0 inches of snow fell near Bealeton.",35:00:00,22,24,2016,24-Jan-0016 00:00:00
23-Jan-2016 15:00:00,614908,MASSACHUSETTS,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Three to eight inches of snow fell across Suffolk County.",12:00:00,23,24,2016,24-Jan-0016 03:00:00
23-Jan-2016 13:00:00,614912,RHODE ISLAND,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Approximately nine inches of snow fell in Bristol County.",09:00:00,23,23,2016,23-Jan-0016 22:00:00
09-Feb-2016 03:00:00,621708,MARYLAND,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 2 and 5 inches of snow were reported over the 12 hour period.",10:00:00,9,9,2016,09-Feb-0016 13:00:00
14-Feb-2016 23:00:00,622501,WEST VIRGINIA,Ice Storm,,,NaN,NaN,NaN,NaN,"Trained spotters reported between 0.2 and 0.4 inches of ice around the county.",35:00:00,14,16,2016,16-Feb-0016 10:00:00
01-Jan-2016 00:00:00,616430,ARKANSAS,Flood,0.00K,0.00K,35.6049,-91.2918,35.605,-91.2883,"The White River at Newport remained above flood stage from December, and fell below flood stage during the evening hours on the 9th.",214:00:00,1,9,2016,09-Jan-0016 22:00:00
22-Jul-2016 12:00:00,643377,ARIZONA,Excessive Heat,0.00K,0.00K,NaN,NaN,NaN,NaN,"Strong high pressure developed across south central Arizona, including the greater Phoenix area, during the day on July 22nd leading to excessive heat over the lower deserts. The official high temperature at Phoenix reached to 112 degrees. The heat proved to be deadly; according to a report from local broadcast media a 12 year old boy was rushed to the hospital after losing consciousness from heat stroke or heat exhaustion during an afternoon hike. The boy had been hiking at the Apache Wash trailhead located about halfway between Deer Valley airport and Cave Creek. The boy later died. An Excessive Heat Warning had been in effect for the area since noon, continuing on and into the next day.",08:00:00,22,22,2016,22-Jul-0016 20:00:00
18-Jan-2016 17:00:00,617192,WYOMING,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Blackhall Mountain SNOTEL site (elevation 9820 ft) estimated six inches of snow.",12:00:00,18,19,2016,19-Jan-0016 05:00:00
16-Jan-2016 00:00:00,617201,WYOMING,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Battle Mountain SNOTEL site (elevation 7440 ft) estimated 17 inches of snow.",30:00:00,16,17,2016,17-Jan-0016 06:00:00
15-Feb-2016 22:53:00,619358,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.086,-84.508,30.086,-84.508,"Trees were blown down on Persimmon Road.",00:00:00,15,15,2016,15-Feb-0016 22:53:00
12-Jun-2016 18:00:00,641615,NEBRASKA,Heavy Rain,0.00K,0.00K,41.93,-103.7933,41.79,-103.483,"Two to five inches of rain fell across central and eastern portions of Scotts Bluff County.",02:00:00,12,12,2016,12-Jun-0016 20:00:00
12-Jun-2016 18:55:00,641672,NEBRASKA,Flash Flood,0.00K,0.00K,41.9509,-103.8139,41.9373,-103.8108,"One to two feet of water covered Highway 26/92 from Mitchell to Scottsbluff.",04:00:00,12,12,2016,12-Jun-0016 22:55:00
31-May-2016 19:00:00,627805,MISSOURI,Flash Flood,0.00K,0.00K,37.4487,-93.9534,37.4496,-93.9529,"The intersection of Highway 97 and Highway VV was closed due to flooding.",02:00:00,31,31,2016,31-May-0016 21:00:00
29-Jun-2016 14:00:00,641895,WYOMING,Hail,0.00K,0.00K,41.27,-105.1,41.27,-105.1,"Quarter size hail was reported at Federal.",00:02:00,29,29,2016,29-Jun-0016 14:02:00
24-Feb-2016 19:05:00,622510,ATLANTIC NORTH,Waterspout,,,38.1583,-76.687,38.2259,-76.6354,"The National Weather Service Baltimore/Washington Weather Forecast Office has confirmed a waterspout and tornado struck the Potomac River, moving into St. Mary???s County just south of Beauvue on Tuesday, February 24, 2016. A National Weather Service ground survey along with radar analysis concluded the Tappahannock, Virginia tornado, which created a 30 mile path of damage across the middle peninsula and northern neck of Virginia crossed the Potomac and traveled a mile into St. Mary???s County, Maryland before dissipating. Most of the 6.5 mile path in Maryland was over the Potomac River. The National Weather Service classified the storm once onshore as an EF-0. Peak winds were estimated at 65 mph. The path width was approximately 75 yards. No damage was reported over the water.",00:07:00,24,24,2016,24-Feb-0016 19:12:00
07-Jan-2016 00:30:00,615563,E PACIFIC,Marine Thunderstorm Wind,0.00K,0.00K,34.3071,-119.8773,34.2822,-119.6686,"The East Santa Barbara Channel buoy reported a thunderstorm wind gust of 34 knots.",00:00:00,7,7,2016,07-Jan-0016 00:30:00
25-Jan-2016 16:00:00,615916,MICHIGAN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"There was a report via social media of 7.3 inches of lake enhanced snow in 24 hours at Ironwood.",24:00:00,25,26,2016,26-Jan-0016 16:00:00
25-Jan-2016 22:00:00,615918,MICHIGAN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Lake enhanced snow totals over an 18-hour period included six inches near Harvey and five inches just south of Marquette in the higher terrain of Sands Township.",18:00:00,25,26,2016,26-Jan-0016 16:00:00
16-Jan-2016 08:00:00,615915,MICHIGAN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Two-day storm total lake effect snow accumulation included 14 inches at Lac La Belle and 11 inches at Phoenix.",51:00:00,16,18,2016,18-Jan-0016 11:00:00
24-Feb-2016 00:15:00,618672,GEORGIA,Thunderstorm Wind,0.00K,0.00K,31.6052,-85.0308,31.6052,-85.0308,"Trees were blown down around Highway 37 near Fort Gaines.",00:00:00,24,24,2016,24-Feb-0016 00:15:00
29-Jan-2016 21:00:00,617260,WYOMING,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Webber Springs SNOTEL site (elevation 9250 ft) estimated 15 inches of snow.",24:00:00,29,30,2016,30-Jan-0016 21:00:00
31-Jul-2016 06:00:00,640873,PENNSYLVANIA,Heavy Rain,,,40.65,-75.65,40.65,-75.65,"Just over two inches of rain fell in 24 hours.",00:00:00,31,31,2016,31-Jul-0016 06:00:00
07-Jun-2016 16:58:00,641554,WYOMING,Hail,0.00K,0.00K,42.21,-104.52,42.21,-104.52,"Quarter size hail was reported at Fort Laramie.",00:02:00,7,7,2016,07-Jun-0016 17:00:00
14-Feb-2016 21:00:00,622487,VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 2 and 4 inches of snow was reported around the county.",35:00:00,14,16,2016,16-Feb-0016 08:00:00
28-Jun-2016 17:15:00,641885,NEBRASKA,Thunderstorm Wind,0.00K,0.00K,42.4142,-103.3777,42.4142,-103.3777,"Estimated wind gusts of 60 mph were reported 17 miles west-northwest of Hemingford.",00:02:00,28,28,2016,28-Jun-0016 17:17:00
29-Jun-2016 17:35:00,641934,NEBRASKA,Hail,0.00K,0.00K,41.22,-103.32,41.22,-103.32,"Nickel to quarter size hail was reported at Potter.",00:10:00,29,29,2016,29-Jun-0016 17:45:00
29-Jul-2016 09:35:00,640889,NEW JERSEY,Heavy Rain,,,40.19,-74.44,40.19,-74.44,"Just over two inches of rain fell with thunderstorms.",00:00:00,29,29,2016,29-Jul-0016 09:35:00
01-Jan-2016 00:00:00,615344,OKLAHOMA,Flood,0.00K,0.00K,35.03,-94.62,35.08,-94.61,"The Poteau River near Poteau rose above its flood stage of 24 feet at 1:00 pm CST on December 27th. The river crested at 31.44 feet at 6:15 am CST on the 28th, resulting in major flooding. Extensive flooding of cropland occurred. Many county roads were inundated by flood water. The river remained in flood through the end of December 2015, finally falling below flood stage at 12:45 pm CST on January 3rd.",60:45:00,1,3,2016,03-Jan-0016 12:45:00
01-Feb-2016 22:45:00,621503,MARYLAND,Dense Fog,,,NaN,NaN,NaN,NaN,"FDK reported reduced visibilities of one quarter mile or less.",05:45:00,1,2,2016,02-Feb-0016 04:30:00
03-Feb-2016 23:35:00,621519,VIRGINIA,Dense Fog,,,NaN,NaN,NaN,NaN,"HWY reported reduced visibilities of one quarter mile or less.",05:20:00,3,4,2016,04-Feb-0016 04:55:00
31-Jul-2016 11:04:00,640980,NEW JERSEY,Heavy Rain,0.00K,0.00K,40.51,-74.86,40.51,-74.86,"Heavy rain fell from thunderstorms on the morning hours of 7/31.",00:00:00,31,31,2016,31-Jul-0016 11:04:00
31-Jul-2016 14:10:00,640982,NEW JERSEY,Heavy Rain,,,40.57,-74.8,40.57,-74.8,"Total rainfall from thunderstorms was six and three quarter inches with over four inches falling in a couple of hours.",00:00:00,31,31,2016,31-Jul-0016 14:10:00
08-Feb-2016 22:00:00,621721,MARYLAND,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 1 and 3 inches of snow were reported over the 12 hour period.",12:00:00,8,9,2016,09-Feb-0016 10:00:00
09-Feb-2016 03:00:00,621726,WEST VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 1 and 4 inches of snow was reported.",10:00:00,9,9,2016,09-Feb-0016 13:00:00
29-Jul-2016 10:00:00,640892,NEW JERSEY,Heavy Rain,,,39.75,-75.07,39.75,-75.07,"Just under three inches of heavy rain fell from thunderstorms.",00:00:00,29,29,2016,29-Jul-0016 10:00:00
18-Jul-2016 13:58:00,639883,PENNSYLVANIA,Thunderstorm Wind,,,40.52,-75.75,40.52,-75.75,"A large tree was taken down by thunderstorm wind gusts and knocked off several wires as well onto old Topton Rd.",00:00:00,18,18,2016,18-Jul-0016 13:58:00
06-Jan-2016 10:45:00,615557,CALIFORNIA,Flash Flood,0.00K,0.00K,34.3108,-119.3521,34.3091,-119.355,"Heavy rainfall over the Solimar burn scar resulted in a significant mud and debris flow. On Highway 101, multiple lanes were closed due to mud and debris flows.",00:15:00,6,6,2016,06-Jan-0016 11:00:00
07-Feb-2016 21:00:00,619156,IOWA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Northerly winds gusting to near 50 mph combined with existing snow cover to cause areas of blowing snow, with visibilities lowering to below a half mile at times. New snow of less than a half inch fell during this time.",21:00:00,7,8,2016,08-Feb-0016 18:00:00
19-Jan-2016 19:00:00,616420,ARKANSAS,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"A light glaze of freezing rain caused hazardous travel conditions over portions of Fulton County. Several roads were closed due to the icy conditions.",04:00:00,19,19,2016,19-Jan-0016 23:00:00
15-Feb-2016 19:22:00,618677,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.77,-85.68,30.77,-85.68,"A tree was blown down just south of Bonifay.",00:00:00,15,15,2016,15-Feb-0016 19:22:00
10-Jun-2016 11:00:00,640681,SOUTH DAKOTA,Excessive Heat,0.00K,0.00K,NaN,NaN,NaN,NaN,"Temperatures reaching daytime highs of 95 to 100 after a period of cool weather were accompanied by humid conditions, with the heat index rising to a little above 100 degrees. An unknown number of people suffered from heat stress, heat exhaustion, or dehydration, as reported by hospital emergency rooms.",55:00:00,10,12,2016,12-Jun-0016 18:00:00
15-Feb-2016 23:07:00,619359,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.184,-84.314,30.184,-84.314,"Trees were blown down on Beechwood Drive.",00:00:00,15,15,2016,15-Feb-0016 23:07:00
03-Feb-2016 18:56:00,621522,VIRGINIA,Dense Fog,,,NaN,NaN,NaN,NaN,"NYG reported reduced visibilities of one quarter mile or less.",10:00:00,3,4,2016,04-Feb-0016 04:56:00
24-Feb-2016 19:32:00,621534,WEST VIRGINIA,Dense Fog,,,NaN,NaN,NaN,NaN,"MRB reported reduced visibilities of one quarter mile or less.",02:25:00,24,24,2016,24-Feb-0016 21:57:00
09-Feb-2016 03:00:00,621730,WEST VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 1 and 4 inches of snow was reported.",10:00:00,9,9,2016,09-Feb-0016 13:00:00
12-Jun-2016 12:53:00,641558,WYOMING,Hail,0.00K,0.00K,41.1111,-104.82,41.1111,-104.82,"Ping pong ball size hail was reported two miles south of Cheyenne.",00:02:00,12,12,2016,12-Jun-0016 12:55:00
31-Jul-2016 08:00:00,640972,NEW JERSEY,Heavy Rain,,,39.87,-74.17,39.87,-74.17,"Heavy rain fell from thunderstorms.",00:00:00,31,31,2016,31-Jul-0016 08:00:00
14-Feb-2016 21:00:00,622504,WEST VIRGINIA,Ice Storm,,,NaN,NaN,NaN,NaN,"Trained spotters reported between 0.2 and 0.4 inches of ice around the county.",35:00:00,14,16,2016,16-Feb-0016 08:00:00
04-May-2016 11:25:00,628546,FLORIDA,Thunderstorm Wind,1.00K,0.00K,29.9,-81.33,29.9,-81.33,"A tree was blown down at Avery and Spring Street in St. Augustine. The time of damage was based on radar. The cost of damage was estimated for the event to be included in storm data.",00:00:00,4,4,2016,04-May-0016 11:25:00
28-Jan-2016 16:00:00,614981,IDAHO,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow amounts reported by spotters were 10 inches at Victor and 9 inches in Driggs.  SNOTEL amounts were the following:  25 inches at Black Bear, 13 inches at Island Park, 16 inches at Phillips Bench, and 19 inches at White Elephant.",36:00:00,28,30,2016,30-Jan-0016 04:00:00
24-Feb-2016 19:43:00,619608,VIRGINIA,Flood,0.00K,0.00K,38.3296,-77.4576,38.33,-77.4569,"Harell Road was closed at Forbes Street due to high water.",06:04:00,24,25,2016,25-Feb-0016 01:47:00
12-Jun-2016 14:21:00,641566,WYOMING,Hail,0.00K,0.00K,41.9988,-105.0189,41.9988,-105.0189,"Golf ball size hail was reported southwest of Wheatland.",00:01:00,12,12,2016,12-Jun-0016 14:22:00
14-Feb-2016 21:00:00,622476,VIRGINIA,Winter Storm,,,NaN,NaN,NaN,NaN,"Between 5 and 8 inches of snow was reported.",33:00:00,14,16,2016,16-Feb-0016 06:00:00
29-Jul-2016 06:00:00,640883,NEW JERSEY,Heavy Rain,,,39.77,-75.14,39.77,-75.14,"Almost three inches of heavy rain fell with thunderstorms.",00:00:00,29,29,2016,29-Jul-0016 06:00:00
24-May-2016 08:20:00,627800,MISSOURI,Lightning,25.00K,0.00K,37.8285,-92.1998,37.8285,-92.1998,"A lightning strike hit the Pulaski County 911 center. Several of the computer systems, equipment, and radios inside the building were damaged or destroyed by the lightning strike. Time was estimated.",00:00:00,24,24,2016,24-May-0016 08:20:00
06-Jan-2016 09:40:00,615562,E PACIFIC,Marine Thunderstorm Wind,0.00K,0.00K,34.3071,-119.8773,34.2822,-119.6686,"The East Santa Barbara Channel buoy reported a thunderstorm wind gust of 34 knots.",00:00:00,6,6,2016,06-Jan-0016 09:40:00
16-May-2016 06:24:00,625425,MISSOURI,Heavy Rain,0.00K,0.00K,37.27,-93.03,37.27,-93.03,"A 24 hour storm total rainfall of 5.50 inches was reported near Northview.",24:00:00,16,17,2016,17-May-0016 06:24:00
24-Feb-2016 00:00:00,618637,FLORIDA,Thunderstorm Wind,25.00K,0.00K,30.76,-85.42,30.76,-85.42,"A tree was blown down onto a residence in the Cottondale area.  Damage was estimated.",00:00:00,24,24,2016,24-Feb-0016 00:00:00
23-Feb-2016 23:55:00,618638,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.3686,-85.4414,30.3686,-85.4414,"Trees were blown down in the Youngstown area.",00:00:00,23,23,2016,23-Feb-0016 23:55:00
24-Feb-2016 02:30:00,618662,GEORGIA,Thunderstorm Wind,20.00K,0.00K,31.5443,-83.824,31.5443,-83.824,"The roof was partially blown off of Lighthouse Church near Sylvester.  Damage was estimated.",00:00:00,24,24,2016,24-Feb-0016 02:30:00
24-Feb-2016 02:06:00,618663,GEORGIA,Thunderstorm Wind,0.00K,0.00K,30.87,-84.73,30.87,-84.73,"A tree was blown down on Spring Creek Road.",00:00:00,24,24,2016,24-Feb-0016 02:06:00
10-Jun-2016 11:00:00,640669,SOUTH DAKOTA,Excessive Heat,0.00K,0.00K,NaN,NaN,NaN,NaN,"Temperatures reaching daytime highs of 95 to 100 after a period of cool weather were accompanied by humid conditions, with the heat index rising to a little above 100 degrees. An unknown number of people suffered from heat stress, heat exhaustion, or dehydration, as reported by hospital emergency rooms, including one in Mitchell.",55:00:00,10,12,2016,12-Jun-0016 18:00:00
31-Jul-2016 06:00:00,640944,NEW JERSEY,Heavy Rain,0.00K,0.00K,40.45,-74.51,40.45,-74.51,"Heavy rain fell from thunderstorms.",00:00:00,31,31,2016,31-Jul-0016 06:00:00
31-Jul-2016 06:00:00,640954,NEW JERSEY,Heavy Rain,0.00K,0.00K,40.47,-74.59,40.47,-74.59,"Heavy rain fell from thunderstorms.",00:00:00,31,31,2016,31-Jul-0016 06:00:00
29-Jan-2016 21:00:00,617263,WYOMING,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Blackhall Mountain SNOTEL site (elevation 9820 ft) estimated 15 inches of snow.",24:00:00,29,30,2016,30-Jan-0016 21:00:00
24-Feb-2016 19:25:00,619611,VIRGINIA,Flood,0.00K,0.00K,38.8059,-77.1591,38.807,-77.159,"There was a water rescue reported on Cherokee Avenue.",06:22:00,24,25,2016,25-Feb-0016 01:47:00
14-Feb-2016 23:00:00,622499,WEST VIRGINIA,Ice Storm,,,NaN,NaN,NaN,NaN,"Trained spotters reported between 0.2 and 0.4 inches of ice around the county.",35:00:00,14,16,2016,16-Feb-0016 10:00:00
12-Jun-2016 16:41:00,641572,WYOMING,Thunderstorm Wind,0.00K,0.00K,42.06,-104.15,42.06,-104.15,"The wind sensor at the Torrington Airport measured a peak gust of 63 mph.",00:00:00,12,12,2016,12-Jun-0016 16:41:00
14-Feb-2016 21:00:00,622482,VIRGINIA,Winter Storm,,,NaN,NaN,NaN,NaN,"Between 5 and 8 inches of snow was reported.",35:00:00,14,16,2016,16-Feb-0016 08:00:00
22-Jan-2016 19:00:00,617374,NEW JERSEY,Blizzard,,,NaN,NaN,NaN,NaN,"Snow began during the evening hours on the 22nd, then continued, heavy at times through the 23rd before ending early on the 24th.  Snowfall totals included 27.7 inches in Metuchen, 24.0 inches in East Brunswick, 23.0 inches in Perth Amboy, 19.0 inches in Woodbridge, 18.0 inches in Milltown, 17.0 inches in Highland Park, and 16.0 inches in Cheesequake.",33:00:00,22,24,2016,24-Jan-0016 04:00:00
30-May-2016 11:45:00,643122,WYOMING,Hail,0.00K,0.00K,41.05,-104.5043,41.05,-104.5043,"Quarter size hail was reported seven miles west of Carpenter.",00:03:00,30,30,2016,30-May-0016 11:48:00
13-Feb-2016 10:00:00,619197,IOWA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall of 1 to 4 inches combined with southeast winds gusting around 30 mph at times to produce areas of blowing snow, with visibilities lowering locally to below one mile. An accumulation of 3.0 inches was reported at Everly.",23:00:00,13,14,2016,14-Feb-0016 09:00:00
21-Jan-2016 18:03:00,612161,LOUISIANA,Hail,0.00K,0.00K,30.89,-90.47,30.89,-90.47,"Quarter size hail was reported 4 miles southeast of Kentwood. The report was relayed by broadcast media.",00:00:00,21,21,2016,21-Jan-0016 18:03:00
21-Jan-2016 18:05:00,612162,LOUISIANA,Hail,0.00K,0.00K,30.85,-90.15,30.85,-90.15,"Golfball size hail was reported in downtown Franklinton.",00:00:00,21,21,2016,21-Jan-0016 18:05:00
21-Jan-2016 16:45:00,612164,LOUISIANA,Thunderstorm Wind,,0.00K,30.48,-90.87,30.48,-90.87,"A porch roof was blown off a home at Louisiana Highway 447 and Courtney Road in Walker.",00:00:00,21,21,2016,21-Jan-0016 16:45:00
31-Jul-2016 05:30:00,640934,NEW JERSEY,Heavy Rain,,,40.31,-74.72,40.31,-74.72,"Just under four inches of rain fell in 24 hours from thunderstorms.",00:00:00,31,31,2016,31-Jul-0016 05:30:00
16-Jan-2016 00:00:00,617204,WYOMING,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Webber Springs SNOTEL site (elevation 9250 ft) estimated 17 inches of snow.",30:00:00,16,17,2016,17-Jan-0016 06:00:00
15-Feb-2016 23:07:00,619351,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.19,-84.332,30.19,-84.332,"Trees were blown down on Thames Street.",00:00:00,15,15,2016,15-Feb-0016 23:07:00
08-Feb-2016 22:00:00,621735,WEST VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 1 and 6 inches of snow was reported.",12:00:00,8,9,2016,09-Feb-0016 10:00:00
30-Jul-2016 16:30:00,640921,NEW JERSEY,Heavy Rain,,,40.32,-74.57,40.32,-74.57,"Four and a half inches of heavy rain fell from thunderstorms.",00:00:00,30,30,2016,30-Jul-0016 16:30:00
22-Jan-2016 00:00:00,616603,NORTH CAROLINA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"One quarter to one half of an inch of freezing rain accrual was reported across the county.",41:00:00,22,23,2016,23-Jan-0016 17:00:00
15-Feb-2016 18:15:00,618595,ALABAMA,Thunderstorm Wind,3.00K,0.00K,31.3571,-86.1209,31.3571,-86.1209,"A tree was blown down on Highway 189 about 5 miles outside of Elba.  Power lines were also blown down.",00:00:00,15,15,2016,15-Feb-0016 18:15:00
23-Feb-2016 23:30:00,618641,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.8953,-85.4094,30.8953,-85.4094,"A tree was blown down on Highway 162.",00:00:00,23,23,2016,23-Feb-0016 23:30:00
15-Feb-2016 23:00:00,619390,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.165,-84.391,30.165,-84.391,"Trees were blown down on Harvey Mill Road.",00:00:00,15,15,2016,15-Feb-0016 23:00:00
15-Feb-2016 23:00:00,619391,FLORIDA,Thunderstorm Wind,20.00K,0.00K,30.17,-84.376,30.17,-84.376,"A tree was blown down onto a house near the 3200 block of Crawfordville Highway.  Damage was estimated.",00:00:00,15,15,2016,15-Feb-0016 23:00:00
26-May-2016 21:06:00,627759,MISSOURI,Flash Flood,0.00K,0.00K,38.2512,-92.9373,38.2515,-92.9364,"Highway J was flooded and there was a high water rescue.",02:00:00,26,26,2016,26-May-0016 23:06:00
09-Feb-2016 03:00:00,621703,VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between one and two inches of snow was reported.",10:00:00,9,9,2016,09-Feb-0016 13:00:00
09-Feb-2016 03:00:00,621704,VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between one and two inches of snow was reported.",10:00:00,9,9,2016,09-Feb-0016 13:00:00
08-Jan-2016 19:35:00,607776,LOUISIANA,Hail,0.00K,0.00K,32.12,-93.83,32.12,-93.83,"Meteorologist from the 26th Operational Weather Squadron at Barksdale Air Force Base reported half-dollar size hail on Highway 171 northwest of Grand Cane.",00:00:00,8,8,2016,08-Jan-0016 19:35:00
19-Feb-2016 05:00:00,619334,IOWA,High Wind,,0.00K,NaN,NaN,NaN,NaN,"Westerly winds behind a cold front reach sustained speed of 40 to 45 mph for a few hours. A gust to 56 mph was measured at Storm Lake Airport. The high winds caused spotty power line and traffic light damage.",05:00:00,19,19,2016,19-Feb-0016 10:00:00
23-Feb-2016 23:30:00,618643,FLORIDA,Thunderstorm Wind,0.00K,0.00K,30.1406,-85.7503,30.1406,-85.7503,"A wind gust of 60 mph was measured at Wunderground site KFLPANAM37.",00:00:00,23,23,2016,23-Feb-0016 23:30:00
19-Jan-2016 22:00:00,616425,ARKANSAS,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall amounts of up to 2 inches were observed across the county.",06:00:00,19,20,2016,20-Jan-0016 04:00:00
11-Jan-2016 11:00:00,617299,MAINE,Flood,0.00K,0.00K,44.7669,-69.7144,44.7715,-69.7081,"Heavy rain and snowmelt combined to cause minor flooding on the Kennebec River at Skowhegan (flood stage 35,000 cfs), which crested at 35168 cfs.",01:30:00,11,11,2016,11-Jan-0016 12:30:00
